recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason,booking_id,customer_id,cancellation_probability_pct,intervention_type,recommended_action,business_objective,customer_segment,route_name,source,destination,booking_count,seats_booked,total_revenue,forecast_demand,average_forecast_demand,priority_score
Loyalty Campaign,Customer,CUST02351,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Win-back Campaign,Customer,CUST02352,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Win-back Campaign,Customer,CUST02353,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02355,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Rewards,Customer,CUST02356,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Rewards,Customer,CUST02358,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST02360,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST02364,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST02366,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Win-back Campaign,Customer,CUST02367,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Win-back Campaign,Customer,CUST02368,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST02369,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST02370,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02374,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Rewards,Customer,CUST02376,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST02377,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Win-back Campaign,Customer,CUST02379,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02380,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST02381,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST02382,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST02385,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST02387,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST02388,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Win-back Campaign,Customer,CUST02389,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST02390,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST02392,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Rewards,Customer,CUST02394,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST02395,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST02396,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Rewards,Customer,CUST02397,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST02398,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02399,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Rewards,Customer,CUST02400,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST02402,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Win-back Campaign,Customer,CUST02404,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02407,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Win-back Campaign,Customer,CUST02410,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02411,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST02414,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST02417,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST02418,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Rewards,Customer,CUST02419,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST02420,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02421,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Rewards,Customer,CUST02422,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST02423,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02426,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST02427,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Win-back Campaign,Customer,CUST02428,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST02429,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST02430,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST02431,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Rewards,Customer,CUST02432,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST02435,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST02438,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Rewards,Customer,CUST02439,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST02440,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Win-back Campaign,Customer,CUST02441,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02444,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Rewards,Customer,CUST02445,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST02446,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Win-back Campaign,Customer,CUST02447,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST02448,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST02449,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Rewards,Customer,CUST02450,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST02451,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST02455,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST02458,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Rewards,Customer,CUST02461,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Rewards,Customer,CUST02462,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Rewards,Customer,CUST02463,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Rewards,Customer,CUST02464,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
