recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4646556486459439,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4635263452550724,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5255870716050524,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4891823466935274,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4749924452369727,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4783287028309536,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.543178366911839,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5294649308544426,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5271451175393833,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4219710937096441,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5121860552541502,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5438085261162098,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5090845781858745,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5048606065571022,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4921202631400927,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5260199665310584,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4459317276968891,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5336514493340523,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4848289017188291,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4691752175029057,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5471635268694346,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4955498211402474,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.564809517753351,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5221557530732545,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4940371833163285,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4729323167369443,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4840111844999993,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4563299364678071,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4694344941283396,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4877533018309055,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4991257174082446,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4960764411471014,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5348234115752011,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.48238358989402,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.476117752141642,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5109133823083204,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5181976361970809,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5184035372108392,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5023690538073389,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4999033632175919,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4735200504991141,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5195393280849874,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4905119682459438,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5163339609461797,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5096064081684823,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4912665620466614,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4912757427628672,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4683879023262747,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4596652972196228,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.514754052381084,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4529719261615191,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5143361521358278,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5354705340164928,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4902939496219917,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4665253074462399,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4972046531869745,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4529575020153553,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4932794390349209,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4907088550853213,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5127096115468665,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5234290591135009,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4763908829483158,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4229252412676862,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4597828740541745,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5329110949610466,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5345484420729799,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4777237378816644,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4718431492472694,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4883292991983283,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5038577053273078,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5098864436073816,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4853789038028024,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.527030160079345,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5094703807298986,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4312758499976278,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5089794232807655,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5048981998141169,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5029067954798028,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5116086993198662,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5257207336103271,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5221867260472826,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5091093773747638,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4175165269248078,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5521425806360386,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4538453676619615,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4990431224794088,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5149602921429304,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5103221371205702,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5241607790934849,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5629994180995203,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5501826353308524,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5194678260522549,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5239457157835801,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5079436392250697,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5352465954088894,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5053519293971269,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.499797745430488,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4531346875282041,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5069545752865113,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
